date,abstract,rating,workLifeBalance,cultureAndValues,careerOpportunities,compensationAndBenefits,seniorManagement,authorJobTitle,tenure,pro,con
"August 29, 2018",Bharti Airtel review,5.0,5.0,5.0,5.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,Great culture and good salary they offer. Happy to work with Bharti Airtel.,No cons I have seen
"September 12, 2018",Dynamic work profile,3.0,3.0,4.0,4.0,3.0,4.0,,I have been working at Bharti Airtel ,"Dynamic, Alive, Fast life, Zeal to win","De growing, lot of pressure"
"August 28, 2018",Product Sales Specialist,4.0,3.0,3.0,4.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than 5 years,Learning while working with seasoned and best telecom professionals,"no clear job description, role changes without proper justification or intimation"
"September 11, 2018",Good Experience if talk about working culture,3.0,3.0,2.0,3.0,2.0,1.0,Former Employee - Store Manager,I worked at Bharti Airtel full-time for more than a year,Environment was good  and learning experience,Management is very poor need to improve
"August 27, 2018",Company Review,4.0,5.0,4.0,4.0,3.0,5.0,Current Employee - Assistant Manager,I have been working at Bharti Airtel full-time for more than 3 years,"Great working culture, good exposure, good learning opportunity",Becauee of industry disruptions the appraisals of employees are suffering
"August 24, 2018",Leading tech company,5.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Learn new things quickly,"Pressure , Lack of lT support"
"August 22, 2018",Good working experience,4.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Good work life balance,No proper processes were implemented
"August 20, 2018",Assistant Sales Manager /TSM-Chanel sales,4.0,4.0,4.0,4.0,4.0,4.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 8 years,Pros is that Employee friendly,Cons Nothing of that sort.
"August 20, 2018",Fast Moving Organisation,4.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,Competitive Salary & good corporate governance,A bit hierarchical in comparison to modern IT companies
"September 2, 2018",Zsm looking after sales and distribution team managàment branch handling product managàment sales and distribution .,2.0,3.0,3.0,2.0,4.0,2.0,Current Employee - MBA With 14 Yrs Exp In Sales and Distribution,I have been working at Bharti Airtel full-time for more than 10 years,Good culture to work but compensation on lower side .,Not giving right for career planning
"September 1, 2018",Retail store manager,3.0,3.0,4.0,4.0,5.0,3.0,Current Employee - Store Manager,I have been working at Bharti Airtel full-time for less than a year,Company is good to join,Management is bad in terms of growth
"August 17, 2018",Manager,5.0,2.0,5.0,5.0,3.0,5.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than 10 years,Great company to work across sectors,"Very demanding , extremely"
"August 17, 2018",Sales,4.0,5.0,5.0,5.0,4.0,4.0,Current Employee - Sales,I have been working at Bharti Airtel full-time for more than 5 years,Handling direct sales for telecommunications industry,Bad environment due to non promotion of technology
"August 17, 2018",Nice,4.0,5.0,4.0,4.0,5.0,5.0,Current Employee - Manager-SCM,I have been working at Bharti Airtel full-time for more than a year,Best Telecom company in the India.,Some time more workload but I handle.
"August 16, 2018",Bharti Airtel Ltd,4.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Great brand name. Great Value.,Freedom of speech. No Thanks.
"August 12, 2018",Good company,4.0,,,,,,Current Employee - Senior Manager,I have been working at Bharti Airtel full-time for more than a year,Perks and salary are good,Work life balance is not that great now
"August 9, 2018",Good environment,4.0,3.0,4.0,3.0,4.0,4.0,Current Employee - Senior Executive,I have been working at Bharti Airtel full-time for more than a year,Flexible with work timings and transparent,Proper training to b provided
"September 16, 2018",Bad employee services,1.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Poor Network poor service. Camper to other network. Also told company person never solution problem every time.,Very very poor Network and also bad costumercare scheme and not understand problem for customer.
"August 11, 2018",Collective and continual Innovation,4.0,5.0,4.0,3.0,2.0,3.0,Current Employee - Manager,I have been working at Bharti Airtel full-time for more than 10 years,"Always new to learn, innovation in technologies and customer experience.",Poor Salary Increments and Job Satisfaction
"August 9, 2018",Good company to work,5.0,5.0,5.0,4.0,5.0,5.0,Former Employee - TSM,I worked at Bharti Airtel full-time for more than 3 years,Company policies were very Good,Some of the Ethics were missing
"August 23, 2018",TSG- Engineer,3.0,4.0,3.0,3.0,2.0,1.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,"Good working environment, good team work (colauges)","Manager not supportive, poor management"
"August 8, 2018",One of best place to work,4.0,2.0,4.0,4.0,4.0,3.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time for more than a year,Great company and people policy to work,"Nothing as such , it has very dynamic culture"
"August 19, 2018",I learned a lot.,3.0,1.0,3.0,3.0,3.0,3.0,Former Employee - Senior Executive,I worked at Bharti Airtel full-time for more than 3 years,Pressure always let's you grow as a person.,It sucks life out of you.
"August 16, 2018",Good Company,3.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for less than a year,Extra work and timings  Good Office,Need to reduce work and timings  Less Pay Scale  Too much calls
"July 31, 2018",Excellent company,5.0,4.0,5.0,5.0,4.0,5.0,Former Employee - Sales Manager,I worked at Bharti Airtel full-time for more than 5 years,Huge opportunity to learn and take ownership,Nothing at all in my personal opinion
"July 31, 2018",NA,4.0,4.0,4.0,4.0,3.0,2.0,Current Employee - Sales & Distribution,I have been working at Bharti Airtel full-time for more than 5 years,work culture and career growth,can't move to any competitor
"July 30, 2018",Great Employer,5.0,5.0,5.0,5.0,5.0,5.0,Former Employee - Outlocation Head,I worked at Bharti Airtel full-time for more than 3 years,Employee Centric Culture they always have time for you,Not much to say negative about the organization
"August 13, 2018",Good Company,3.0,3.0,3.0,4.0,4.0,2.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Nice Hikes based on performance  learning,high pressure  less work life balance
"August 13, 2018","Strong Processes, Focus on career growth. No work life balance",2.0,1.0,1.0,3.0,3.0,1.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time for more than a year,Strong Process  Good Communication channels to connect with even remote teams  good employee benefits  focus on employee development,"No work life balance.  1 person does the job of two people, no time for even lunch breaks. people eat their lunch on the workstations to save time. there is a culture of later sitting due to overwhelming workload. No job security, the company can terminate you at any given point of time, due to which there is a lot of pressure to keep your job. Having a family life or taking off due to family reasons are frowned upon. Management is very rude and offensive which talking to fellow colleagues."
"August 11, 2018",General Manager - Supply chain management,3.0,1.0,2.0,3.0,3.0,2.0,Current Employee - General Manager - Supply Chain Management,I have been working at Bharti Airtel full-time for more than 5 years,Open culture.   Opportunity to learn is immense.,Too slow in adoption of new technology and innovation.  Processes are not well defined.
"August 11, 2018",Manager,2.0,1.0,1.0,1.0,1.0,1.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Nothing as of now really,Many many cons not countable
"August 9, 2018",Workaholic,3.0,1.0,4.0,2.0,3.0,3.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Better opportunities to work with partners,"Long Work hours ,weekends are not peaceful...."
"July 25, 2018",Excellent place to work!,5.0,4.0,4.0,4.0,4.0,5.0,Current Employee - Senior Manager,I have been working at Bharti Airtel full-time for more than 3 years,"Great colleagues, Fungible & Scalable responsibilities, Dynamic work environment, Extremely flexible (enables work across geographies/ functions)","Occasional bureaucracy, Sub-optimal risk taking appetite"
"August 7, 2018",not so bad,3.0,,,,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Nothing special to say since I didn't work that long.,One thing I noticed that organization inside is bad
"August 7, 2018",Well Cultured Office with huge workloads.,3.0,2.0,5.0,2.0,2.0,4.0,Current Employee - Associate,I have been working at Bharti Airtel full-time for less than a year,"Wonderful Persons with good qualifications, a lot we can learn from.",Timing Issues due to workloads.
"July 20, 2018",Key Account Manager,4.0,2.0,3.0,3.0,4.0,3.0,Former Employee - Key Account Manager,I worked at Bharti Airtel full-time for more than a year,"Good Bonus, Exposure to interact with lot of C-level execs","Work Life Balance, Unorganized Structure"
"August 3, 2018",good organization for on roll and back office executive,3.0,2.0,5.0,3.0,3.0,1.0,Current Employee - FR RETAIL STORE MANAGER,I have been working at Bharti Airtel full-time for more than a year,salary on time      support to female emplyes,off roll employees suffer    less salary increment
"July 18, 2018",Great company,5.0,,,,,,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,Awesome values and great company,Nothing I observed - nothing
"July 17, 2018",Field engineer,4.0,1.0,4.0,4.0,,,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Good package as well as work pressure,24/7  work sometimes work pressure
"July 16, 2018",Amazing Work Culture,5.0,5.0,5.0,5.0,5.0,5.0,Current Employee - Anonymous Employee,I have been working at Bharti Airtel full-time,"Everything is just amazing, nothing wrong",nothing as such till date
"July 16, 2018",Good company to work with,4.0,2.0,3.0,3.0,4.0,4.0,Former Employee - Anonymous Employee,I worked at Bharti Airtel full-time,Salary structure is not comparable to its pears companies,No work schedule. Persons are not clear about the roles and responsibility
